cluster 0 gene,cluster 0 score,cluster 1 gene,cluster 1 score,cluster 2 gene,cluster 2 score,cluster 3 gene,cluster 3 score,cluster 4 gene,cluster 4 score,cluster 5 gene,cluster 5 score
Phlpp1,-0.32623765,Trim62,0.056077104,2700097O09Rik,-0.35205254,Fkbp15,0.46183783,Myo1d,-1.0165999,Primpol,-0.14394295
Med21,-0.32635516,Btbd7,0.054343197,Enox1,-0.35222584,Atp9b,0.46054253,Tada2a,-1.0172265,Pnn,-0.14424776
Spata5,-0.32637867,Ildr1,0.053856857,Plcb1,-0.35222584,Dido1,0.45902854,Map3k3,-1.0196847,Grk5,-0.14470495
Txndc5,-0.32659018,Rbm42,0.05309563,Rabep1,-0.35245693,Rprd1a,0.45694256,Mfsd1,-1.0203273,Efna5,-0.14531456
Vcpip1,-0.32734227,Elp2,0.05309563,Vcpip1,-0.3533235,Rfwd2,0.45675752,Arl6ip1,-1.0206808,Uvrag,-0.14592417
Ppp1r12a,-0.32919896,Apc,0.05199608,Ddb1,-0.353439,C1d,0.45626968,Foxo1,-1.0224802,Ilf3,-0.14592417
Gcn1l1,-0.33768335,Nedd8,0.0516789,Sema4d,-0.3534968,Arrdc3,0.4487165,Timmdc1,-1.0242153,Twsg1,-0.14607656
Ttc13,-0.3381064,Tada3,0.051446304,Arhgap21,-0.35361233,Snw1,0.44666418,Nup214,-1.0251311,Spata6,-0.14695287
Rbm47,-0.33857644,Abracl,0.050431333,Mief1,-0.35384342,Cdc42bpb,0.4456212,Ptpn4,-1.02534,Usp33,-0.14752437
Mgmt,-0.3388585,Elp3,0.050389044,Dsp,-0.35419002,Sgms1,0.44474643,Rfwd2,-1.0255971,Pcbp3,-0.14782917
Eif2b1,-0.3391875,Abce1,0.049627814,Snx9,-0.3544789,Mfsd6,0.43860632,Ndst4,-1.0264325,Diablo,-0.14798158
Mtmr1,-0.34033912,Usp15,0.047999635,Ptprs,-0.3544789,Dcaf8,0.43660447,Shoc2,-1.0270431,Mxd1,-0.14832449
Eif1,-0.34160826,Aars,0.046540614,Pkn2,-0.35551876,Kbtbd3,0.43638578,Rassf1,-1.0274125,Klhl26,-0.1494675
Arhgef28,-0.3429244,Wbp1l,0.04624458,Osbpl2,-0.35557652,Ankrd28,0.43537647,Thap2,-1.027766,Zcchc17,-0.1499628
Tbrg4,-0.34426403,Nudt5,0.045166176,Elp2,-0.3558076,Ctnnal1,0.4303466,Cd164l2,-1.0279589,Efemp2,-0.1501914
Mob1b,-0.34508663,Sbno1,0.04413006,Mettl2,-0.35615423,Ric8b,0.42871484,Bdp1,-1.0281516,Ireb2,-0.15038191
Marcks,-0.34546265,Cab39l,0.04347456,Mob4,-0.356963,Cdc37l1,0.42797467,Gm20649,-1.0286819,Npepps,-0.15179162
Sec22b,-0.34612074,Tet2,0.04231157,Depdc5,-0.35730964,Nek9,0.42704946,Ndfip1,-1.0313649,Gtf3c1,-0.15179162
Mettl1,-0.34628525,Ppp1r14c,0.041973248,Dcaf12,-0.35829172,Sec24b,0.42570367,Ppp1cc,-1.031863,Galnt1,-0.15346803
Ddx31,-0.34668478,Ctr9,0.04138118,Atp6ap1,-0.35829172,Smurf2,0.42370182,Rabgef1,-1.0342087,Zc3h4,-0.15525874
Nck1,-0.34710783,Ap1ar,0.041021712,Tenm4,-0.3583495,Aida,0.41307017,Chd8,-1.0352851,Atrnl1,-0.15567784
Fam118b,-0.34931707,Ifrd1,0.039604984,Zfp532,-0.35915828,Nemf,0.41204402,Mgrn1,-1.0360081,Rad23a,-0.15586835
Letmd1,-0.34941107,Mpp6,0.037109848,Cars2,-0.36037147,Atp5s,0.4103786,6030458C11Rik,-1.0409726,Fam214a,-0.15594454
Sptssa,-0.34969312,Cd200,0.035502814,Cap1,-0.36083362,Fam234a,0.40997487,Pus10,-1.0419366,Mon2,-0.15640175
Mapre2,-0.34992814,Nup160,0.035079908,1700025G04Rik,-0.361238,Pitpna,0.40943655,Plcb1,-1.0423703,Tfdp2,-0.15640175
Tulp4,-0.3506097,Exosc1,0.03499533,Scaf1,-0.3614691,Zc3h13,0.40899917,Mpped2,-1.0424507,Marveld3,-0.15678275
Arl5a,-0.35213736,Erlec1,0.034974184,Adk,-0.36152688,Usp15,0.405231,Gpat4,-1.0453427,Odf2,-0.15678275
Limd1,-0.3543231,Zbtb38,0.03463586,Nln,-0.36170018,Plcb1,0.40057123,Ralgps1,-1.0464191,Uaca,-0.15697326
Enox1,-0.35472262,Gcn1l1,0.034530133,Fyn,-0.36210456,Zfp280d,0.39930958,Spag7,-1.0480096,Ptp4a2,-0.15727806
Rnf111,-0.35495767,Dennd1b,0.033790052,Agpat3,-0.36256674,Ralgps1,0.3967021,Golim4,-1.0489254,Ccz1,-0.15735425
Dcp1a,-0.3552867,Hook2,0.033092257,Tulp4,-0.3626245,Plppr1,0.39560866,Rpl8,-1.0494235,Eif2ak2,-0.15838297
1600020E01Rik,-0.3555217,Dcp1a,0.03082972,Lrrn2,-0.36331776,Pnkp,0.39158815,Suv420h1,-1.0499698,Stag2,-0.15842107
Ganab,-0.35585076,Bag1,0.030723995,Pappa2,-0.3638377,Lcorl,0.39074704,Zcchc14,-1.0499859,Mkln1,-0.16005938
Phb2,-0.35599175,Yipf1,0.030068493,Dip2c,-0.36389545,Chd8,0.38931715,Krt19,-1.0500822,2410015M20Rik,-0.16093569
Cwc27,-0.3562033,Rbfox2,0.029349556,1810013L24Rik,-0.36429983,Pccb,0.3862555,Kifc5b,-1.0506445,Frmd5,-0.1616215
St7l,-0.35695538,Cyfip1,0.02522624,Slc25a53,-0.36545524,Nol12,0.38437143,Tbck,-1.053922,Hsdl2,-0.1622311
Rif1,-0.3600812,Esyt2,0.02093376,Slc10a7,-0.36597517,Hdac8,0.38122565,Atp9b,-1.0544201,Tango2,-0.1627645
Mad1l1,-0.3602927,Pan3,0.020383986,Zswim6,-0.36597517,Grhpr,0.379207,Obfc1,-1.0568461,Traf6,-0.16310741
Ppil2,-0.3612093,Mapk8,0.019284435,Ctnnal1,-0.36609071,Git2,0.37760887,Zfx,-1.0603325,Chrm3,-0.16364081
E430025E21Rik,-0.36163235,Poc1b,0.018565496,Ints2,-0.36620626,Slc38a9,0.37638086,Cwf19l2,-1.0608628,Cep350,-0.16451712
Hmgcs1,-0.362878,Psen1,0.017212203,Tulp3,-0.36684173,Ddx26b,0.3755734,Apip,-1.0642207,Med13l,-0.16459331
Rab15,-0.3630425,Carm1,0.016789299,Zfp644,-0.36701503,Large,0.37404257,Arpc4,-1.0651846,Zfp282,-0.16478382
Lgr4,-0.3640766,Nub1,0.015922345,Gatad2b,-0.36741945,Ambra1,0.3713678,Tardbp,-1.0672572,Ccnl2,-0.16531722
Cdadc1,-0.36452317,Psd3,0.014484471,Sec31a,-0.36822823,Aspscr1,0.37098092,Clcc1,-1.0675945,Zfp53,-0.16546962
Snx9,-0.36522824,Kif2a,0.010784059,Pepd,-0.3714056,Abcc4,0.36549687,Arl14ep,-1.0681087,Slc27a1,-0.16588873
Trappc6a,-0.36713192,Wdfy3,0.010361155,Cog1,-0.37152115,Poc1b,0.36475667,Blcap,-1.0682212,Ikbkap,-0.16611733
Erc1,-0.36741397,Plekhg1,0.009832524,Hadha,-0.3715789,Rab12,0.36283895,Hnf4a,-1.0706793,Man1a2,-0.16657454
Tenm3,-0.36753148,Gfra1,0.005138287,Nufip2,-0.37209883,Top2b,0.36214924,Parp6,-1.0716434,Lace1,-0.16672693
Fam149b,-0.36847156,Clasp1,0.0035946863,Ccnt1,-0.37250322,Traf5,0.35716984,Phkb,-1.0735713,R3hdm1,-0.16691743
Ecd,-0.36934116,Kdm6a,0.0035312506,Ugp2,-0.37261876,Exosc5,0.35535306,Fam168a,-1.074214,Amn1,-0.16767944
Nme7,-0.37314856,Mrpl27,0.0021356666,Smg9,-0.37261876,Mthfd2l,0.35510072,Mtmr3,-1.0742782,Gtf2b,-0.16790804
Spast,-0.37321907,Setd7,0.0006766468,Stx16,-0.37360087,Vps41,0.34953254,Tcf12,-1.0764954,Specc1l,-0.16817474
Brms1,-0.37324256,Leo1,-8.458085e-05,Rbbp4,-0.3737164,Eya3,0.34901106,Fbxw2,-1.0770094,Cep290,-0.17019406
Pnkd,-0.3732896,Asap1,-0.00023259735,Fam135a,-0.37400526,Slx4ip,0.34514195,Ints2,-1.077379,G3bp1,-0.17019406
Zfp654,-0.3734541,Nespas,-0.0015224554,Ptp4a2,-0.37417856,Sgsm2,0.3446541,Snrpb,-1.0791624,Sipa1l1,-0.17023216
Cyb561d2,-0.37434718,Dzip3,-0.0052228677,Ncald,-0.37469852,Pcmt1,0.34277,Ap3b1,-1.0804638,Ppm1l,-0.17038456
Kalrn,-0.37519327,9030624J02Rik,-0.007020211,Strbp,-0.37533396,Rhobtb3,0.33735326,Pde4d,-1.0810742,Fhod3,-0.17046076
Mpp5,-0.37521678,Ip6k2,-0.0077602933,Mitd1,-0.37533396,Stat5b,0.33642802,Med1,-1.0823275,Ell,-0.17091796
Cul4a,-0.37575734,Rnf185,-0.008986715,Prkag2,-0.37539175,Rnf149,0.33397198,Cadps2,-1.0835806,Smarcc2,-0.17194667
Cwf19l2,-0.37615687,Wbp4,-0.010720623,Rnf43,-0.3754495,Vps53,0.33242434,Cfap20,-1.0856371,Myo18a,-0.17251818
Tfpt,-0.37627438,Tmem205,-0.0112492535,Rhoq,-0.376836,Rprd2,0.3305066,Efhd2,-1.0857174,Smurf2,-0.17282298
Vkorc1l1,-0.377426,Tpcn1,-0.011566431,Ptk2,-0.3770671,Prkar2b,0.3300524,Xrn1,-1.08681,Stxbp5l,-0.17301348
Stx18,-0.37897718,Nup35,-0.014019276,Arhgef19,-0.37747148,Fis1,0.32946363,Ube4a,-1.0870992,Dennd5a,-0.17312779
Lace1,-0.37949422,Arhgef17,-0.014547907,Eefsec,-0.37793365,Dlg1,0.32941315,Hmg20a,-1.0879828,Nav1,-0.17411838
Kdm5b,-0.37972924,Bcas3,-0.015055392,Shprh,-0.3782225,Mapre1,0.32912716,Pigu,-1.0889146,Chchd3,-0.17419459
Tyw1,-0.38066936,Elovl1,-0.015393715,Apoo,-0.37862688,Rbm6,0.32865614,Rptor,-1.0893164,Smyd3,-0.17442319
Mdh1,-0.38128042,Afg3l1,-0.016450975,Ndufs8,-0.37972453,Fzd3,0.32157397,Coil,-1.0906659,Tardbp,-0.1750709
A230046K03Rik,-0.3841007,Ndufv1,-0.017064188,Gm28172,-0.38001338,Acbd6,0.31921887,Hdac6,-1.0908908,Trrap,-0.1751471
Acvr2a,-0.38478228,Orc2,-0.01776198,Elovl1,-0.38030222,Trim26,0.3184787,Capza1,-1.0916138,Arhgap26,-0.1751852
Mecom,-0.38515833,Rabgap1,-0.017804269,Map2k5,-0.38041776,Flii,0.3175198,2700062C07Rik,-1.0936702,Yeats2,-0.1752233
Tubgcp5,-0.386827,Drc1,-0.020489711,Atxn10,-0.3807644,Bfar,0.31656095,Marveld3,-1.0966104,Mrpl21,-0.17735691
Ldah,-0.387015,Tpk1,-0.0214201,Tmed2,-0.38163096,Prdm2,0.31067318,Naa16,-1.0973656,Pus10,-0.17781413
Slit1,-0.38927126,Atp1a1,-0.02275225,Prodh2,-0.3819198,Marveld3,0.30914235,Tmtc4,-1.0988115,Mkl1,-0.17861423
Fuom,-0.38948277,Enox1,-0.023196299,Sema5a,-0.38203534,Pdzd11,0.3091255,Gramd3,-1.1004986,Pou2f1,-0.17899524
Phc2,-0.3897413,Ccny,-0.024020962,Gyg,-0.38220865,Fam120b,0.3079816,Dnajc17,-1.1012216,Map1s,-0.17907143
Sh3glb1,-0.3907519,Klhl26,-0.024105543,2610507B11Rik,-0.38226643,Naa35,0.30648443,D5Ertd579e,-1.1018481,Pet100,-0.17922384
Snf8,-0.39225605,Erich1,-0.02531082,Parm1,-0.3829019,Cuedc1,0.30491996,H19,-1.1027317,Gabbr2,-0.17930003
Mlec,-0.39277312,Pmpca,-0.026304645,Macrod2,-0.38319075,Smg1,0.3041798,Marf1,-1.1041455,Sfswap,-0.18025254
Robo1,-0.3927966,Ranbp10,-0.026664114,Chchd3,-0.38319075,Usp22,0.2997387,Rae1,-1.108596,Trim26,-0.18307196
Zfp280c,-0.39284363,Map3k3,-0.026981292,Zfp106,-0.38342184,Gprc5b,0.29879668,Desi1,-1.1088691,Slc35b3,-0.18326247
Sf3a1,-0.39284363,Bloc1s2,-0.028080843,Vcl,-0.38353738,Kiz,0.29666024,Dock9,-1.1089333,Samd5,-0.18410067
Snx12,-0.3945828,Lace1,-0.028165424,Faf1,-0.38359514,Supt20,0.29496118,Mettl25,-1.109094,Atp2a2,-0.18448168
Snx8,-0.3955464,Nynrin,-0.028482601,Cebpz,-0.38359514,Psmd13,0.2910416,Primpol,-1.1092225,Prkab2,-0.18486267
Eya3,-0.396228,Fchsd2,-0.030406816,Bet1,-0.38451946,Dcp1b,0.28994817,Ascc2,-1.1104436,Eif2b5,-0.18501508
Mier1,-0.3963925,Msantd2,-0.030554833,Ildr1,-0.3848661,Slc4a1ap,0.28903976,Minpp1,-1.1106524,Morc2a,-0.18543418
Cox6b1,-0.39653352,Slc7a5,-0.030660558,Dennd6a,-0.38532826,Sarnp,0.2889052,9930021J03Rik,-1.1119217,Rasa1,-0.18551038
Ifrd1,-0.39705056,Slc25a27,-0.030893156,Slc25a38,-0.38550156,Fbxo42,0.28649962,Tsta3,-1.1119539,Pnkd,-0.18566278
Pip4k2a,-0.39799067,Ttc17,-0.031781256,Pan3,-0.38550156,Pi4kb,0.2840772,Ccdc77,-1.1160668,Atp9a,-0.18585329
Arhgap35,-0.39972985,Ubxn7,-0.03264821,Fa2h,-0.38590595,Dgat1,0.27963614,Peli2,-1.1171433,Dhx40,-0.18592949
Mrps24,-0.39975333,Rab28,-0.034657005,Ccdc167,-0.38590595,Phf12,0.2743203,Ank2,-1.1176735,Nup160,-0.18615809
Msh3,-0.39984736,Rtca,-0.034910746,Cript,-0.3861948,Dcx,0.27418572,Jmjd6,-1.1179787,Cldn11,-0.18642479
Pik3ap1,-0.40196258,Rbpjl,-0.035227925,Pde1a,-0.38706136,Med15,0.2667671,Thsd4,-1.1201638,Cdk19,-0.1866915
Foxk2,-0.40513542,Cryzl1,-0.035629682,Ttk,-0.38706136,Plcl2,0.26343632,Rap1gds1,-1.1205815,Cul2,-0.18874891
Zfp664,-0.40527642,Senp1,-0.03658122,Fubp3,-0.38746575,Nf1,0.2617541,Pnpt1,-1.120935,R3hdm2,-0.1889013
Slc7a5,-0.40631053,Airn,-0.036898397,Celsr2,-0.38879448,Cdadc1,0.25988683,Kntc1,-1.1221238,Ncoa5,-0.18897751
Tbc1d8,-0.4067571,Gys1,-0.03706756,Cwc15,-0.38885224,Mlxip,0.25877655,Csrp2bp,-1.1227022,Sephs1,-0.1891299
Ppwd1,-0.40760317,Add1,-0.038399708,Ube2h,-0.38902554,Zfp141,0.25862515,Atg5,-1.1227183,Rtn4rl1,-0.18993002
Nploc4,-0.4079557,Glud1,-0.03846314,Ppp1cc,-0.38960326,Dcaf6,0.25579903,Cept1,-1.1233771,Rnps1,-0.19038722
Hspbp1,-0.40826124,Pias2,-0.03937239,Fam63a,-0.3898921,Zfp444,0.25462145,Tyw1,-1.1240357,Asxl1,-0.19133973
Ubp1,-0.40866077,Cwc27,-0.03966842,9030622O22Rik,-0.3901232,Plekha1,0.25393176,Npepps,-1.1242125,Fam163a,-0.19172072
Chka,-0.40960088,Ctnnal1,-0.04108515,Srbd1,-0.3902965,Usp53,0.25391492,Xpr1,-1.127747,2610037D02Rik,-0.19217794
Dennd2a,-0.40974188,Cramp1l,-0.044679835,Rpp30,-0.39150968,Nob1,0.25295606,Hdhd2,-1.1278435,Pank1,-0.19286375
Men1,-0.4097889,Prkar1b,-0.045039304,Gkap1,-0.3922607,Rasal2,0.25058413,Arfip1,-1.1290966,Rhobtb1,-0.19404484
Zfp608,-0.41441888,Zfp638,-0.04544106,Jarid2,-0.39237624,Ino80,0.2505673,Ufl1,-1.1303177,Zfp710,-0.19446395
Mdn1,-0.4164871,Zc2hc1a,-0.046836648,Mettl23,-0.39312726,Appl1,0.2464795,BC029214,-1.1330811,Sptbn1,-0.19507356
Igsf5,-0.41674563,Snx12,-0.047111534,Fance,-0.39335832,Sik3,0.24321598,Atg16l1,-1.133306,Ccdc125,-0.19553076
2010107E04Rik,-0.41850832,Usp22,-0.047365278,Bcl2l1,-0.39353165,Appbp2,0.24200478,Ankrd10,-1.1370174,Mtf2,-0.19560696
Tmem222,-0.4193779,Polr2b,-0.04956438,Ift122,-0.3937627,Pdlim7,0.24150011,Akap8l,-1.1382384,Rad23b,-0.19671187
Rprd1a,-0.42184564,Mbd5,-0.049627814,Chn1,-0.39393604,Chchd3,0.24148329,Rnf217,-1.139363,Ptprz1,-0.19732147
Ttc9c,-0.42191616,Med21,-0.04977583,Mecom,-0.3948026,Ncoa6,0.23779921,Polr2a,-1.1400218,Pip4k2c,-0.19766438
Ptprz1,-0.42398438,Drosha,-0.051615465,Dnajb11,-0.3948026,Dld,0.23329085,Gbas,-1.140536,Nelfe,-0.19835019
Btbd7,-0.42537102,Sptan1,-0.053201355,Bora,-0.39486036,Ssr1,0.22985911,Zfp638,-1.1435243,Pkd1,-0.1994551
Frmd5,-0.42555904,Trpc4ap,-0.053433955,Txnrd1,-0.395207,Smarca5,0.22985911,Topors,-1.1435243,Araf,-0.2001409
Ift74,-0.42819133,Med26,-0.05493526,Pde1c,-0.39532253,Cry1,0.22846287,Ppp1r21,-1.1445847,Zdhhc2,-0.2002171
Suco,-0.43049458,Tbrg4,-0.056288555,Osbpl6,-0.3963624,Med12l,0.22834511,Suz12,-1.144665,Sucla2,-0.20056
Nom1,-0.4309881,Pex14,-0.057853304,Vamp7,-0.39705563,Nup50,0.22361808,Farsb,-1.1459342,Park2,-0.2010172
Ryk,-0.43117613,Wbscr27,-0.0580859,Dhx30,-0.39722896,Srr,0.22262555,Wbp1l,-1.1469625,Agfg2,-0.2010934
Phip,-0.4316462,Nup98,-0.05884713,Pmvk,-0.39746,Kalrn,0.21455088,Hspa4,-1.1482638,Zfp949,-0.20208402
Cpne3,-0.43291533,Rngtt,-0.05967179,Slc38a9,-0.39763334,Rapgef1,0.21246491,Tcn2,-1.1489868,Dennd1b,-0.20276982
Tstd2,-0.43317384,Eef1e1,-0.061067376,Ckap2,-0.39873096,Eif4b,0.21014345,Arhgap26,-1.149742,Tcea1,-0.20280792
Rrp15,-0.43409044,Gatad2a,-0.061278827,9430038I01Rik,-0.39896205,Fam179b,0.20819207,Tcf4,-1.1508183,Tmem260,-0.20425573
Nedd4,-0.43439597,Ttyh2,-0.062209215,Stox1,-0.39930868,Kdm6a,0.20706499,Serpinb6a,-1.1526821,Pdhx,-0.20501773
Mre11a,-0.43817988,Pnisr,-0.06261098,Obfc1,-0.39994416,Kansl1,0.2021697,Qser1,-1.1541923,Farsa,-0.20585595
Trps1,-0.4383444,Ube2g1,-0.064175725,Ak2,-0.40069517,Map3k7,0.20203513,Zfp612,-1.1552206,Suv420h1,-0.20650364
Aida,-0.43963704,Psmd1,-0.06453519,Smarcad1,-0.40069517,Ttc14,0.20179962,Rasa2,-1.156281,Cog1,-0.20654175
Uck2,-0.43977803,Adam23,-0.0684682,Becn1,-0.4016195,Ubac1,0.2011099,Ywhaz,-1.1578876,Armcx3,-0.20673226
Diaph2,-0.44001305,Map4,-0.06903912,Riok3,-0.4017928,Tmem51,0.19986506,Chrm3,-1.1584339,Orc2,-0.20726566
Gopc,-0.4412117,Dym,-0.069102556,Pard3b,-0.4026016,Ak6,0.19927628,Bin1,-1.1590766,Ror2,-0.20753236
Pelp1,-0.4441025,Zmym3,-0.07018096,Bpnt1,-0.4027171,Zfp518a,0.19846882,Nup210,-1.1591408,Aldh16a1,-0.20844677
Fam172a,-0.44412598,Rlf,-0.07180914,Sec61a2,-0.4027749,Tmem80,0.19816601,Bcdin3d,-1.1606832,Zfp644,-0.21019939
E130308A19Rik,-0.44494858,Cyb5r4,-0.07305671,Atg12,-0.40306374,Kat5,0.19685388,Saal1,-1.1607635,Dis3l2,-0.21153289
Trak1,-0.4470873,Thap3,-0.073712215,Galnt1,-0.4033526,Rtf1,0.1956595,2210019I11Rik,-1.1620327,Phyh,-0.2121044
Asxl2,-0.45124725,Tnrc18,-0.07792011,Mob2,-0.403757,Slc35a1,0.19465017,Trmt1l,-1.1627557,Lmtk2,-0.2127521
Gpbp1,-0.45164678,Itfg2,-0.07834301,Whsc1,-0.403757,Ppp6r3,0.19355673,Fzr1,-1.1631414,Kdm3a,-0.21332361
Bahcc1,-0.4527044,Cep95,-0.07918882,Mcts1,-0.40398806,Fbxw4,0.19283336,Foxk2,-1.1646837,Zmym3,-0.2137046
Gclc,-0.4529629,Ric8b,-0.07923111,G3bp2,-0.4041614,Marf1,0.18908201,Fut8,-1.1662421,Ugdh,-0.21511433
Ewsr1,-0.45364448,Deptor,-0.08077472,3010003L21Rik,-0.4041614,Igdcc4,0.18904836,Tmem167,-1.1670133,Pnkp,-0.21545722
Pdcd4,-0.4538325,Sept2,-0.082149155,Fam45a,-0.40485463,Nfrkb,0.18721473,Apopt1,-1.1679773,Larp1,-0.21568583
Gatad1,-0.45434955,Nubp1,-0.08291038,Fbxo3,-0.40497017,Map2k5,0.18697922,Dync1h1,-1.1721224,Gpr39,-0.21587633
Zmiz2,-0.45442006,Agps,-0.083481304,Mtmr12,-0.40537456,Taf6l,0.1869624,Dhx57,-1.1735202,Lztr1,-0.21618113
Cdh6,-0.4578044,Rnaset2b,-0.08362932,Macrod1,-0.4066455,Mta3,0.18263909,Tanc1,-1.1738094,Ispd,-0.21850525
A830080D01Rik,-0.45973164,Map3k7,-0.08373504,Pxk,-0.40676105,Trappc8,0.18210077,Abi2,-1.1747091,Smarcb1,-0.21945775
Tmem237,-0.46003714,Hif1a,-0.086103305,Fer,-0.40774316,Atrn,0.18055312,Parg,-1.1764282,Ankmy2,-0.22094366
Pias1,-0.4604837,Nup214,-0.08815439,Parp1,-0.4078587,Setx,0.1773569,Zfr2,-1.1764925,9930021J03Rik,-0.22197238
Hnrnpr,-0.463351,Trps1,-0.08821783,Map3k7,-0.4082631,B4galt6,0.1768186,Thbs3,-1.1781794,Robo2,-0.22273438
Dpp8,-0.46365654,Foxk1,-0.089571126,Dlc1,-0.40884078,Fam114a2,0.17453076,Adprhl2,-1.1783401,Btbd11,-0.22273438
Zswim6,-0.46471414,Terf2,-0.09029006,Wnk3,-0.40907186,Gtpbp4,0.17414385,Erp44,-1.1789988,Plekhh2,-0.22353448
Ppp1r11,-0.4663358,Ppp1cb,-0.0907764,Wbscr16,-0.4091874,Lrrfip2,0.17286536,Zfhx2,-1.1807019,Jagn1,-0.22353448
Rnf10,-0.46760494,Dnajb6,-0.09138961,Myo9b,-0.4091874,Nfat5,0.17219247,Tgs1,-1.1810071,Rnf14,-0.22361068
Ankfy1,-0.468216,Adprhl2,-0.09151648,Copb2,-0.40964958,Sap18,0.17081305,Smg5,-1.1835617,Zfp280d,-0.22410598
Ncoa5,-0.4690386,Nr6a1,-0.09430765,Morc3,-0.40993842,Zfp664,0.1679028,P4htm,-1.1853611,Thada,-0.2245251
Acvr1c,-0.46927363,Phf20l1,-0.0943288,1110051M20Rik,-0.41028506,Atrx,0.16188043,4930402H24Rik,-1.1854415,Heatr6,-0.2249061
Tor1aip2,-0.46972018,2610301B20Rik,-0.095005445,Iqgap3,-0.41028506,Bcl9,0.16172904,9030624J02Rik,-1.1856182,AI314180,-0.2256681
Arhgap42,-0.46979067,Sim1,-0.09542835,Nme5,-0.41092053,Lonp2,0.15932345,Setd2,-1.1869196,Cpt2,-0.2257062
Fer,-0.47124782,Fbrsl1,-0.09657019,Tanc1,-0.4117293,Glce,0.15870103,Setd7,-1.1882852,Kifap3,-0.22631581
Gtf3c1,-0.47235245,Med23,-0.09879044,Wipf2,-0.4119026,Scmh1,0.15701881,Tial1,-1.1893777,Pip4k2a,-0.2264682
Vps13a,-0.47242296,Apbb2,-0.100249454,Sash1,-0.41224924,Tbl1xr1,0.15155157,Prr11,-1.1922697,Swt1,-0.22753502
Stam2,-0.47270498,Clcn3,-0.10096839,Cobl,-0.41265363,Arhgef12,0.15118149,Ptprz1,-1.1939245,Nom1,-0.22848752
Usp16,-0.4737156,C1galt1c1,-0.10194107,Map3k5,-0.41392457,Clasp2,0.15012169,Taf15,-1.1964469,E430025E21Rik,-0.22867803
Kif19a,-0.4739036,Traf5,-0.10304062,Pdxdc1,-0.41415566,Morn1,0.1472451,Fars2,-1.2008009,Arhgap23,-0.22902092
Ccdc167,-0.4746557,Ino80d,-0.10452079,Bach2,-0.41415566,3010003L21Rik,0.14628622,Fgfr1op2,-1.2009616,Pfdn6,-0.23020203
Ybx3,-0.47538427,Pik3r3,-0.10570492,Fam173a,-0.4145023,Mfap1a,0.14430119,Creb5,-1.2019898,Pnpt1,-0.23039255
Shc2,-0.47554877,Herpud2,-0.10714279,Mpc1,-0.4148489,Gtdc1,0.14280401,Cask,-1.2045765,Myo9b,-0.23043065
Tanc1,-0.477711,Rab14,-0.108918995,Kptn,-0.41490668,Trmt10a,0.13245833,Abce1,-1.2046407,Stk19,-0.23092595
Dgcr8,-0.47818106,Rnf103,-0.11023,Marf1,-0.41496444,Rbm27,0.13217236,R3hdm1,-1.2052995,Cadps2,-0.23100215
Kntc1,-0.4786041,Agap3,-0.11037801,Snrnp48,-0.41502222,Trps1,0.1316004,Gga1,-1.208111,Cdc73,-0.23187844
Xiap,-0.48118937,Akr7a5,-0.1130846,Men1,-0.41525328,Cog8,0.1309948,Atad5,-1.2101676,Qrich1,-0.23210706
Srgap2,-0.48370412,Akt2,-0.11460705,Tbc1d5,-0.41554216,Efcab14,0.13064153,Phf2,-1.2108103,Micu2,-0.23264046
Ahcyl1,-0.48476174,Lemd3,-0.11545286,Ccdc186,-0.41554216,Ep300,0.13000229,Itfg1,-1.2109066,Vps45,-0.23298337
Setdb1,-0.48556083,Psmg1,-0.11678501,Spock2,-0.41588876,Sept10,0.12514067,Ngly1,-1.2113565,Acvr1c,-0.23305956
Tpd52l2,-0.487112,Snx24,-0.11862464,Sh3glb1,-0.41611984,Elovl1,0.12490515,Arnt,-1.2124811,Wnk2,-0.23393586
Kif2a,-0.48838112,Cpsf6,-0.119512744,Hdac8,-0.4162354,Akr1e1,0.12288648,Cdc27,-1.2128668,Rab3gap2,-0.23454547
Kctd5,-0.48840463,Tulp4,-0.119977936,Rbm28,-0.4162354,Ppig,0.11651085,Orc3,-1.2132202,Toporsos,-0.23462167
Plcl1,-0.4900968,Cabin1,-0.12107749,Dusp16,-0.41727525,Klhl26,0.114391245,Mvb12b,-1.2142806,Mical2,-0.23530748
Limk2,-0.49193,Klhl12,-0.12441843,Mtcl1,-0.4173908,Trmt1l,0.113297805,2310035C23Rik,-1.2166584,Igsf9,-0.23542178
Slco3a1,-0.4987927,Ipo9,-0.12450302,Rap1gap2,-0.41744858,Camta1,0.11220436,Sf1,-1.2172208,Dennd4c,-0.23561229
Parn,-0.4995213,Gmpr2,-0.12469332,Dnajc19,-0.41819957,Gltscr2,0.10576144,Zfyve9,-1.2191327,Pik3r3,-0.23576468
Zfp1,-0.50067294,Peli2,-0.12496821,Ap3b1,-0.41900837,Airn,0.102346525,Socs4,-1.2207072,Sulf1,-0.23629808
Atp5g3,-0.5006964,Prickle1,-0.12634265,Eif2s3y,-0.4197016,Stk4,0.10222877,Jmjd1c,-1.221157,Rhbdl3,-0.237784
Gpatch8,-0.501378,Zfp810,-0.1274422,Dph3,-0.42016378,Parp8,0.09878021,Yeats2,-1.2215104,Vprbp,-0.2383555
